U87MG_CENTRAL_NERVOUS_SYSTEM
3
83195	83278	81462	88830	80196	87623	83453	67813	46299	36372
84649	81500	82434	83862	80258	83120	78823	68222	39832	35187
82926	82535	82117	79971	80770	84523	74043	63892	38054	34718
79953	79942	80867	80509	76213	73741	65219	48630	34552	31513
68283	64228	67662	67099	67122	53089	36866	35286	31836	28420
53232	50112	47701	53162	48421	42125	35083	34424	29430	30470
86132	88666	86908	91686	88116	88614	84510	71884	47522	39195
86624	90128	86851	88556	88728	84777	82505	72881	43539	39021
84955	81519	85560	83878	86590	83554	80352	64490	42052	34028
83914	81229	82560	79978	80663	74280	62139	51243	36631	34073
65616	65562	61527	66150	61810	48708	39149	38506	31141	31703
50013	46108	50786	48326	45980	39899	37497	34811	32583	30185
86725	87627	86584	89281	83878	92598	87424	75430	50308	40656
89433	85833	86823	90796	81195	84809	83467	72814	47577	38380
87049	87848	85342	84617	83326	91027	82334	71448	44335	36749
85225	85129	86286	84216	82774	83013	68245	54637	40652	35475
74691	80824	74917	76741	70750	59715	48482	41562	35007	34735
57459	52434	49924	55995	48483	44023	37635	39284	31615	30086
